Gene,GSM94019,GSM94020,GSM94021,GSM94022,GSM94023,GSM94024,GSM94025,GSM94026,GSM94027,GSM94028,GSM94029,GSM94030,GSM94031,GSM94032,GSM94033,GSM94034,GSM94035,GSM94036,GSM94037,GSM94038,GSM94039,GSM94040,GSM94041,GSM94042,GSM94043,GSM94044,GSM94045,GSM94046,GSM94047,GSM94048,GSM94049,GSM94050,GSM94051,GSM94052,GSM94053,GSM94054,GSM94055,GSM94056,GSM94057,GSM94058,GSM94059,GSM94060,GSM94061,GSM94062,GSM94063,GSM94064,GSM94065,GSM94066,GSM94067,GSM94068,GSM94069,GSM94070,GSM94071,GSM94072,GSM94073,GSM94074,GSM94075,GSM94155,GSM94156,GSM94157,GSM94160,GSM94161,GSM94162,GSM94163,GSM94164,GSM94165,GSM94166,GSM94167,GSM94168,GSM94169,GSM94170,GSM94171,GSM94172,GSM94173,GSM94174,GSM94175,GSM94176,GSM94177,GSM94178,GSM98767,GSM98768,GSM98769,GSM98770,GSM98771,GSM98772,GSM98773,GSM98774,GSM98775,GSM98776,GSM98777,GSM98778,GSM98779,GSM98780,GSM98781,GSM98782,GSM98783,GSM98784
RPS11,7.69867,7.91415,8.91521,7.86418,9.90657,9.77465,10.2586,8.53587,7.99377,8.92194,9.29953,8.67358,8.09357,8.24285,8.09983,9.18086,9.66228,7.68126,7.43479,7.66942,7.60177,6.78073,6.89053,7.02405,7.11151,7.95223,7.22316,7.0068,7.04805,6.54011,7.15411,6.45623,6.55086,6.26835,7.55321,7.18847,6.51929,6.76099,7.19175,6.38451,6.64906,7.21332,6.54333,7.01542,8.72156,8.83284,6.87608,7.83801,6.44636,8.88351,6.29111,8.08427,6.51753,6.52268,7.43933,6.4948,6.65688,6.48883,7.5052,6.87695,7.37532,7.32154,7.5974,7.70462,7.06558,6.84612,6.86903,7.61788,8.28165,7.39892,7.1723,7.04257,7.521,7.18559,6.89213,6.88682,6.46576,7.33823,7.33789,7.207,6.65401,6.98749,6.89366,7.29386,7.87149,10.493,8.77459,6.67313,7.14866,8.23341,10.7069,6.83601,6.72358,8.1332,6.70929,7.24847,6.71829
RPS13,10.7991,10.7477,11.5889,11.3035,11.2977,11.4558,11.7763,11.3811,11.516,9.90583,11.3992,11.6659,11.1119,10.8765,10.8675,11.4723,11.1406,11.3048,11.617,10.6715,9.89457,11.3397,11.7523,11.2447,11.2067,11.0671,11.4021,11.6006,11.6175,11.6658,11.5665,11.6173,10.7441,11.558,8.59006,10.7151,11.5689,11.2462,10.4042,11.4871,11.484,9.09307,11.7626,9.61051,11.5186,10.2406,11.2834,10.4439,11.2937,11.2179,11.2754,9.95234,11.3724,11.537,11.3316,11.8776,11.6377,11.1608,9.32747,11.1726,11.2517,11.3239,11.3796,11.3299,11.4315,11.463,11.1986,11.0596,11.8666,11.5316,11.1361,11.3259,11.3149,10.3407,11.2155,11.3084,11.0282,11.2415,11.3239,11.0721,11.2892,10.9025,11.4632,10.8548,11.2577,11.2248,11.5567,11.4368,11.6436,11.2376,11.3853,11.4232,11.1931,10.8062,11.5839,11.3058,11.4185
RPS24,11.186,10.3248,12.0439,11.7146,11.6534,11.9974,12.3631,11.7124,12.0337,8.94424,11.9576,12.0429,11.5083,11.6857,11.1642,12.1174,11.3177,11.536,11.8079,10.2984,9.11107,11.8584,12.2346,11.3793,11.3095,11.5582,11.693,12.0851,11.8782,12.0831,11.839,12.1534,11.257,12.125,8.03945,11.135,11.9002,11.6322,11.1114,12.1176,11.678,8.67603,12.0939,9.1131,11.9892,10.3715,11.6306,10.033,11.8584,10.3134,11.6425,9.7916,11.8352,11.9361,11.8956,12.4037,12.2294,11.5307,8.93256,11.4491,11.5945,11.5826,11.6826,11.2537,11.9183,11.6098,11.6037,11.4942,11.8325,11.8893,11.4045,11.8064,11.8596,10.7706,11.7555,11.5943,11.466,11.5381,11.2514,11.5029,11.7188,10.7695,11.7341,11.1158,11.72,11.8208,11.8521,11.7831,12.1813,11.5728,11.9597,11.6466,11.7274,11.176,12.0127,11.5087,11.9277
RPS27A,10.2903,10.4541,10.6673,10.4506,10.5044,10.6223,11.0373,10.5533,10.6515,9.74809,10.6294,10.753,10.1818,10.4321,10.4905,10.484,10.3026,10.2694,10.2723,10.1934,9.41111,10.0309,11.1489,10.309,10.6902,10.2934,10.1511,10.193,10.9184,10.9838,10.2669,10.8242,10.0372,11.0046,8.18009,9.78339,10.7472,10.5831,9.1658,10.8443,10.3859,9.34426,10.5794,10.2755,10.7657,9.68154,10.2489,10.5668,10.2505,10.5558,10.4719,9.75712,10.6375,10.6695,10.3391,10.764,10.976,10.0754,9.40637,9.93314,10.1205,10.3728,10.3802,10.1537,10.2502,10.0708,10.2476,10.2664,10.2647,10.3126,10.0792,10.5656,10.3642,9.46562,10.4505,10.4517,10.0135,9.95507,10.3858,10.3411,10.4062,9.51197,10.3987,10.2736,10.4904,10.3896,10.7097,10.5454,10.5113,10.5492,10.5934,10.0973,10.1149,10.1371,10.5984,10.108,10.6381
RPS5,9.98588,9.29771,10.5077,10.441,10.7632,10.6278,11.0844,10.4634,10.9141,7.46836,10.6281,10.5693,9.74127,10.3389,9.92758,10.5695,10.1869,10.0256,10.9089,9.20862,8.70124,10.8375,10.8842,10.2502,10.4749,10.5962,10.6582,11.0353,10.9078,11.1916,11.1933,11.0902,10.3118,10.7317,7.7211,10.1926,10.804,10.5558,9.35271,10.9836,10.4503,7.96482,11.2611,9.21631,11.0912,8.91084,10.3304,8.94774,10.7174,9.84179,10.6685,8.54097,10.6127,10.5221,10.3793,11.103,11.1644,10.6759,8.48002,10.5496,10.683,10.6446,10.8477,10.5113,10.9976,10.7036,10.7661,10.2059,10.9356,10.8285,10.6407,10.7415,10.7306,9.56742,10.2001,10.5482,10.4151,10.3656,9.92173,10.3799,10.4544,11.0971,10.9227,10.0202,10.8993,10.2784,10.8452,10.7607,11.0774,10.2772,10.6728,10.6362,10.7224,10.4069,11.1677,10.6354,10.825
RTCB,8.19102,8.13561,7.89883,8.01869,8.34189,8.37525,8.49449,8.19279,8.21246,7.0775,7.89995,8.40868,8.26322,8.21188,8.37162,8.02442,8.21816,7.79147,8.22264,8.86056,8.21669,8.06361,8.56806,8.74205,8.37504,8.25696,7.93028,8.34742,8.31506,8.60267,8.25898,8.219,8.17796,8.51666,7.84941,7.95972,8.29216,8.13587,7.25123,8.47987,8.39792,7.87307,8.07984,7.82163,8.68007,8.15009,8.01149,8.47032,8.21652,8.0776,7.99946,7.75394,8.21893,8.53208,8.21604,8.41492,8.4545,8.15981,7.62338,8.17366,8.29849,8.49667,8.07007,8.32652,8.14496,8.31249,8.28647,8.42356,8.4453,8.16875,8.37979,8.23481,8.52528,7.79647,8.22194,8.54052,7.91835,8.40691,8.14251,8.35629,7.89178,8.0992,7.87919,8.17996,8.2809,8.12449,8.5623,8.0466,8.30828,8.37973,8.21387,8.14106,8.24028,8.12042,8.2711,7.9972,8.44551
SART1,6.00007,6.44298,5.83301,5.97349,6.87776,6.20143,6.39537,6.23387,6.43398,5.78711,6.00903,6.28925,5.62936,6.48546,6.10212,6.27261,6.32897,5.87994,6.3059,6.45936,6.45611,6.30117,6.54187,6.37348,6.50242,6.21185,6.16602,5.95676,6.11263,6.64574,6.00849,6.23279,6.38062,6.38113,5.68561,6.02883,6.01517,6.19944,4.89509,6.24629,5.99901,5.85259,5.89021,5.94817,6.31471,6.69153,6.09765,5.95655,6.4482,6.55297,5.64504,5.67754,6.03517,5.67821,5.82715,6.29012,6.05673,5.92548,5.74842,6.10808,5.93485,6.04169,6.34221,6.34265,6.35435,6.34219,6.11902,6.44208,6.13615,5.82282,6.14022,6.49377,5.81692,5.98705,6.06475,6.52251,5.98039,6.39047,5.94433,6.3091,6.21704,6.88249,5.9242,6.35553,6.62978,6.24915,6.74709,5.99816,6.25076,6.29906,6.57304,6.21532,6.30478,6.3328,6.05737,6.18112,6.51948
SART3,4.22279,4.39999,4.46997,4.83246,4.54342,4.16999,4.64347,4.94026,4.93867,4.74429,4.6407,4.19887,4.56461,4.81329,4.3974,4.83814,3.83608,4.96839,4.9809,5.0401,4.16622,4.904,4.78436,4.75651,5.14256,4.30372,5.49243,5.42823,4.10265,4.65713,4.41828,4.64531,4.78683,4.80644,4.92586,5.59723,4.88945,4.52502,4.35028,4.73426,4.97314,4.64682,4.83984,4.75813,4.23379,4.84241,4.55625,4.03913,4.78742,4.53455,5.3929,4.92873,4.83882,5.70152,3.97273,5.89286,4.20742,4.74519,4.49202,4.87237,4.78682,3.97571,4.96425,4.3138,4.52012,5.44827,4.20732,4.10173,4.59978,3.75415,4.59007,4.84767,4.69473,4.40193,4.23582,4.20064,4.2107,4.79419,4.32728,4.54353,4.58162,5.09277,5.54739,5.77191,5.12876,4.00307,4.68635,4.67326,4.2614,3.8951,4.60582,5.60627,4.84123,4.38533,4.99121,5.33491,5.11591
2-Sep,8.09262,6.39438,8.70313,8.1831,8.47726,8.43259,8.9951,7.91858,8.69925,5.38279,8.27358,8.52179,7.00401,8.25281,7.34503,8.54042,7.54964,8.32974,8.81234,6.16133,5.62261,8.47284,8.62292,6.23188,7.86019,7.1693,8.63057,8.50786,7.87812,8.77805,8.48714,9.29233,8.18351,8.98178,6.71745,8.50714,9.31131,8.36046,6.76848,9.02166,9.01235,5.90246,9.11057,5.48788,8.02613,5.68722,8.80159,5.95511,8.66689,5.81014,8.79532,5.2557,8.93459,8.76011,8.26421,8.81574,9.18531,8.85484,5.32554,8.54509,8.51916,8.89695,8.49166,6.98049,8.67824,8.86415,8.69206,7.70676,8.79962,8.23049,8.44699,8.86197,8.79913,7.14654,8.16605,7.91377,8.50036,8.6206,6.81895,8.42652,8.57724,7.96731,8.77789,7.30655,8.26189,8.20596,8.40763,8.58782,8.51503,7.82338,8.40247,8.94536,8.81671,8.13916,9.2609,8.45589,8.85769
SLC25A3,10.0844,8.99911,10.0188,10.3244,10.0715,10.5535,10.5071,10.4638,10.7092,7.27392,10.0004,10.5355,9.63422,10.3428,9.54389,10.3336,9.83184,10.0935,10.4859,8.90623,8.31186,10.5383,10.5683,10.0036,9.80772,9.41308,10.3665,10.4818,10.1532,10.5847,10.2267,10.8136,10.5668,10.6391,7.29729,10.5691,10.8251,10.3709,8.85468,10.6717,10.6396,8.11765,10.7313,8.47119,10.064,8.46626,10.4384,8.94534,10.6632,8.67639,10.6884,8.32569,10.6257,10.4365,10.3455,10.6513,10.7545,10.8666,7.29354,10.7323,10.7288,10.5983,10.5044,10.0099,10.3315,10.6175,10.3858,9.64525,10.7469,9.99932,10.7627,10.4478,10.3607,9.29899,10.103,10.3017,10.3771,10.4383,9.32353,10.1316,10.3945,10.5336,10.5506,9.65599,10.6888,10.2775,10.7423,10.4769,10.5635,10.1216,10.4719,10.7839,10.414,9.86607,11.046,10.4235,10.796
SMNDC1,4.20344,3.98972,4.86877,4.27721,4.64503,4.34791,4.76355,4.36627,4.29647,4.05381,4.31944,4.57653,4.04057,4.33553,4.11745,4.60912,4.33492,4.41498,4.88692,3.9378,3.74144,4.62881,5.05065,4.27889,4.6025,4.29509,4.8669,4.44635,5.37074,5.77718,4.47965,5.72956,5.0335,6.01165,3.6023,4.70457,5.71632,5.51119,3.9399,5.71261,5.6888,3.82601,5.61473,4.17196,4.44729,3.67512,5.2024,4.45619,5.09729,3.69361,5.07765,4.08092,5.6888,5.00683,4.85332,4.84302,5.8452,5.46603,3.69001,5.32654,4.97056,5.13816,4.30967,4.26217,5.2711,4.91548,5.11043,4.25667,4.90221,4.61098,4.90514,5.10917,4.70984,3.89386,5.13277,4.09276,4.99293,4.52981,4.424,4.86166,4.8539,4.37519,4.83963,4.29064,5.1667,4.92432,4.28492,5.25663,5.10484,4.65154,4.32822,4.95208,5.26274,4.72809,5.59983,4.6536,5.4747
SNRNP200,8.67629,8.311,8.65877,8.2855,8.85118,8.73567,8.61878,7.97213,8.84242,7.83197,8.6462,8.59463,7.78635,8.44441,8.30381,8.5977,8.22614,8.50725,8.89895,8.45316,7.78752,8.39969,9.13551,7.89641,8.26465,8.52893,8.41161,8.34753,8.33153,8.87664,8.34068,9.16121,8.45609,8.80726,5.73457,8.16732,8.82184,8.69483,6.52442,8.71456,7.96103,6.55843,8.60886,6.48797,8.6184,7.30709,8.70121,7.55158,8.41263,7.57309,8.7862,6.64562,8.77812,8.26608,8.27544,8.75276,8.9215,8.65012,6.61578,8.6565,8.32692,9.01357,8.73727,8.037,8.88649,8.55546,8.36452,8.16109,8.6431,8.18545,8.29025,8.64377,8.52059,7.80164,8.39908,8.58481,8.53479,8.8825,7.91431,8.72528,8.44355,9.00893,8.06451,8.72382,8.67527,8.33489,8.82183,8.44363,8.92599,8.84328,8.57625,8.7124,8.81187,8.36419,8.67836,8.70727,8.84504
SNX3,9.5421,8.37265,10.0743,9.45381,9.865,9.54104,10.3147,9.34766,10.1017,7.03518,9.62076,9.58548,8.93727,9.48943,8.80404,9.87534,9.46867,10.0529,10.1488,8.01182,7.66319,9.72182,9.34414,8.30424,8.76089,8.74533,10.1311,9.58354,9.34877,9.86111,9.83888,9.98005,9.25461,9.97041,7.34691,9.81337,9.77447,9.53985,8.62074,10.1209,10.1835,7.65537,10.0788,7.38329,9.30168,8.3434,10.0023,7.90548,9.89277,7.99629,9.9838,7.42722,10.1449,9.69283,9.6018,9.86527,10.1281,9.21772,7.62782,9.69616,9.87081,9.68744,9.14723,8.22456,9.91469,9.96261,9.98882,9.0103,9.37672,9.37893,9.67705,10.012,9.83339,8.94442,9.62097,8.75669,9.54264,9.61302,8.28016,9.79893,10.0235,9.41286,9.98768,8.67161,9.6977,9.74666,9.44544,9.56435,9.7472,9.03644,9.54799,9.98802,9.83942,9.41831,10.2824,9.54778,10.0401
SPAG7,8.74103,8.84905,8.81989,8.48834,8.98524,8.77654,8.93556,8.59277,8.77259,7.78749,8.62623,8.83953,8.55318,8.62838,8.57732,9.16569,8.57614,8.76725,8.71965,8.16337,8.42796,8.60361,9.35376,8.70646,8.6857,8.69617,8.79938,8.70335,8.60378,9.24048,8.88156,8.63426,8.79761,9.00557,8.07735,8.14354,8.6054,8.44826,7.57064,8.99123,8.44827,7.78298,8.75792,7.99392,9.05057,8.51041,8.75325,8.14713,8.40169,8.03631,8.6334,7.67179,8.63822,8.76913,8.44831,8.70458,8.69121,8.34474,8.31714,8.48944,8.68445,8.74118,9.06491,8.64901,8.98344,8.88335,8.45434,8.87205,9.24312,8.76992,8.53899,8.85299,8.83255,8.51315,8.56777,8.64756,8.45413,8.65935,8.38437,8.72752,8.91948,9.1464,8.46466,8.7196,8.94774,8.66161,8.90357,8.3993,9.08784,8.78309,8.91007,8.72634,8.54634,8.53173,8.49918,8.79924,8.51483
SRP14,10.389,9.19857,10.804,10.5292,10.5151,10.6768,11.1272,10.0094,10.5467,7.93461,10.5724,10.3678,10.0198,10.5813,9.70966,10.6615,10.0348,10.7911,10.5836,8.77669,8.00485,10.2646,10.861,9.05976,9.48002,9.67336,10.3683,10.7949,10.2145,10.5451,10.57,10.6182,10.1334,10.8703,7.44854,10.0066,10.6824,10.4129,9.20853,10.7678,10.5044,9.04039,10.5099,7.57525,10.3842,8.95528,10.5362,8.55265,10.689,9.28713,10.3129,7.96294,10.7895,10.6089,10.6031,10.9208,10.7709,10.1523,6.9183,10.209,10.372,10.469,10.4702,9.21889,10.3981,10.8367,10.5105,9.99042,10.557,10.4593,10.3607,10.5975,10.4791,9.3137,10.3731,10.1102,10.1414,10.579,8.9816,10.5331,10.6209,10.4485,10.2574,9.41132,10.2974,10.6366,10.2031,10.516,10.3826,10.0758,10.7022,10.6713,10.542,10.1447,10.4314,10.2849,10.6994
SRSF9,8.059,6.8413,8.65932,7.98886,8.17369,8.20478,8.28043,8.03682,8.46703,6.60061,8.30184,8.40089,7.075,8.23127,7.29228,8.15458,7.75766,8.25024,8.81819,6.47435,5.77483,8.15593,8.28713,6.25657,6.91216,6.9018,8.25342,8.33537,7.39765,8.50644,8.20367,8.54912,7.97696,8.64973,5.53488,8.23034,8.41295,7.89797,6.50981,8.45495,8.25402,5.12248,8.41137,5.44507,7.93118,5.7017,8.68403,5.68991,9.0226,6.5076,8.55578,6.31569,8.78884,7.65217,8.12371,8.56627,8.85135,8.34475,5.33518,8.34876,8.39504,8.57934,8.2202,6.87673,8.33901,8.6621,8.41397,7.01857,8.38746,7.58717,8.64763,8.45522,8.24714,7.00193,7.60047,7.79003,8.01251,8.23957,6.53783,8.16631,8.17021,8.30948,8.52037,7.142,7.82232,8.07524,7.96486,8.07812,8.40368,7.79617,8.72252,8.99132,8.35012,8.23146,8.62394,8.52508,9.0598
STARD7,9.04535,8.79901,9.1699,9.12184,9.69418,9.43729,9.63916,9.21104,9.4543,8.40852,9.0876,9.48083,9.08222,9.04661,9.11922,9.45303,9.14181,8.92807,9.62199,8.88204,8.50965,9.2683,9.82428,9.47538,9.43151,9.531,9.40234,9.58452,9.51622,9.76684,9.32493,9.66282,9.56724,9.66444,7.72719,8.71159,9.66011,9.57341,7.90398,9.56177,9.00883,7.42806,9.55051,8.62021,9.81303,8.91272,9.50321,8.95639,9.1699,9.01774,9.39691,8.34234,9.46899,9.66457,9.27081,9.6631,9.74697,9.19771,7.81029,9.26368,9.26953,9.36039,9.64629,9.14631,9.67104,9.48085,9.42934,9.04274,9.67012,9.25838,9.12925,9.81572,9.35815,8.43222,9.35285,9.50305,9.11441,9.85483,9.15448,9.81021,9.47316,9.27759,9.27477,9.26905,9.67875,9.43479,9.84033,9.27038,9.88714,9.61229,9.35205,9.51594,9.3426,9.07525,9.46367,9.42798,9.73591
TAF10,8.83899,8.95894,8.82565,9.1349,8.84682,8.9693,8.8405,9.17632,8.9772,7.77885,8.54131,9.21062,9.26352,8.72228,8.95416,8.77726,9.0077,9.24314,9.13097,8.64461,8.1384,8.77091,9.35964,9.21814,8.76296,8.65668,8.85652,8.55348,9.12225,9.45986,9.09118,8.7953,9.1309,9.30948,7.75816,8.76486,8.88216,8.7441,7.88822,8.85559,9.27146,8.56067,9.09542,7.84241,8.89166,8.53987,9.1312,8.81285,9.36715,8.82826,8.86002,8.26307,8.89067,8.77214,9.18042,9.10054,8.84568,8.86135,7.95493,9.13749,8.97376,9.26561,9.05559,9.04491,8.89398,9.11399,9.30857,8.8006,9.22879,8.94592,9.43479,8.83323,8.90351,8.71825,9.18401,9.19444,8.87453,9.11961,8.77749,8.88388,8.99679,9.51569,8.70367,9.01709,8.97033,8.84781,9.24405,8.73529,8.94406,9.26637,9.1127,9.04202,8.80165,8.91552,9.12354,8.80836,9.52694
TARDBP,8.07571,7.63618,7.99973,7.73193,8.24751,7.83536,8.01805,6.89228,7.74036,6.78708,7.35122,7.91934,7.28491,7.37945,7.73558,8.02095,7.68583,7.44457,7.83159,8.05068,7.98018,8.02456,8.80659,8.26206,8.33931,8.08049,8.08362,8.1199,8.29469,8.73319,7.79048,8.665,8.39655,8.69702,7.28583,7.76359,8.31268,8.48111,6.25288,8.41726,8.02884,7.35916,8.24331,7.52467,8.20633,7.15726,8.19544,8.38393,8.06878,8.06118,8.19185,7.24237,8.67225,8.25518,8.17321,8.22608,8.56489,8.38964,7.82772,8.29525,8.00409,8.49279,8.28052,8.17893,8.34727,8.35393,8.24206,8.19275,8.12319,7.93677,8.01793,8.33144,8.25201,7.5568,8.29247,8.21759,7.83474,8.55066,8.03741,8.46564,8.07928,7.23118,7.74102,8.34114,8.36397,7.94887,8.57342,8.29871,8.41904,8.33497,7.99395,8.05723,8.24669,7.90453,8.23858,7.91372,8.36457
THRA,5.27514,5.05502,5.33314,5.24515,5.32394,5.62662,5.48035,5.09988,5.01195,5.99092,5.21841,5.75167,6.26121,4.90371,5.59804,5.25744,5.47838,5.6907,5.06613,5.42429,5.25221,4.95957,5.09265,5.22911,4.99214,4.84835,5.23872,5.07584,5.20018,5.05896,5.28029,4.45625,5.03727,4.82571,5.77642,5.00796,4.75494,4.77605,5.55031,4.78504,4.78303,5.14725,4.85196,5.8797,5.14056,5.88719,4.95097,4.91567,4.96955,5.34376,4.74117,5.37141,4.87328,4.83053,5.10109,5.25787,4.75818,4.76044,5.48157,4.90899,4.6877,4.90626,4.98054,5.26425,5.00355,5.2177,4.95351,5.14035,5.35857,4.96167,4.76748,5.00514,4.79452,5.14781,4.89143,5.2016,5.22247,5.27377,4.79678,5.24034,5.09062,5.23061,5.1314,5.13953,5.06195,5.53376,5.03589,4.71345,5.16347,5.25479,5.25758,5.11959,5.03886,5.30338,4.83868,5.1731,4.91286
TRADD,3.89598,4.5058,3.98504,3.95646,3.73075,3.76978,3.73266,4.29314,4.03584,4.43691,3.7369,3.71585,4.57669,3.87968,4.20927,3.74287,3.90362,4.01482,4.11229,4.48633,4.31896,3.7372,3.78305,3.73007,3.88479,4.14496,3.86878,3.9804,3.72596,3.73661,4.04036,3.6688,4.03304,3.97639,4.45996,3.98491,3.78269,3.82458,4.4719,3.71963,3.692,4.19456,3.74439,4.02695,4.20593,5.06213,3.79392,4.09838,3.8154,4.32776,3.83157,4.91619,3.79177,4.02345,4.01421,3.97242,3.69394,3.88935,4.43985,3.95115,3.88676,4.06855,3.97302,4.51098,4.01599,4.09649,3.8399,4.45296,3.90119,4.53015,4.07572,3.90904,3.91128,4.2399,4.01977,4.47448,3.87929,4.01728,4.03885,3.96364,4.10019,4.25894,4.17807,4.03281,4.21608,4.17092,4.03988,3.96315,4.11477,4.17928,4.28002,4.03887,4.07953,4.24464,3.80692,4.30603,3.76151
UBA7,7.51101,7.50589,7.35601,7.08821,7.32209,7.10738,6.79734,7.51164,7.28058,6.95453,7.39002,6.84916,7.04817,7.0895,7.78296,6.97513,7.04767,7.00687,7.47833,7.28136,7.37805,7.47916,7.17597,7.81157,7.25082,7.45315,6.66251,6.90044,6.9926,7.51035,7.62525,7.19082,7.29753,7.55351,6.49311,7.13937,6.96552,7.22217,6.43672,7.24144,7.19919,6.94106,7.1611,6.39948,7.3508,6.73228,7.36352,7.3113,7.29332,7.38092,7.2929,6.81015,7.41549,6.91767,7.53372,7.04178,7.48897,7.87132,7.46356,7.74426,7.39553,7.57774,7.41747,7.83573,7.29476,7.00358,7.25404,7.19415,7.43517,7.42355,7.28857,6.94501,7.07621,7.54742,7.08552,7.41442,7.01672,7.97477,7.64528,7.97182,7.04346,7.59551,7.17872,7.73032,7.23372,7.234,7.58198,7.03643,7.88611,7.71529,7.24299,7.36186,7.36858,7.60204,7.30977,7.11765,7.34654
YY1,5.56158,5.25544,6.33225,7.19027,6.77428,5.90547,6.87925,6.88876,6.77201,4.65455,6.71514,6.22955,6.03145,6.32292,5.90223,6.93063,4.80977,6.89274,7.08174,5.925,5.22885,6.47894,7.15264,5.82308,6.69504,5.39049,7.36821,7.37438,5.95983,6.40732,6.05267,6.95631,6.33048,7.19271,4.84791,6.76161,7.36611,6.8356,5.71982,7.22612,7.11602,5.67225,7.13196,5.77823,5.6145,5.63972,6.13971,4.70208,6.92036,4.77575,6.59236,4.65166,6.20018,7.55708,5.25629,8.10517,5.81677,6.70726,4.66147,6.28876,6.19195,5.9759,6.87217,5.55772,6.90845,6.62936,6.55885,4.94525,5.92371,5.10951,6.17134,6.6096,6.34259,5.2718,6.35589,5.00349,6.32939,6.64986,4.98876,6.19984,6.61952,6.25884,7.2937,6.77557,6.88472,5.77896,6.77666,7.16326,5.58916,5.59505,6.21833,7.2006,6.53226,5.71415,6.88519,6.73687,7.06337
ZNF146,6.09478,5.42052,6.6734,6.22175,6.18201,6.18511,6.75934,5.81163,6.40411,5.79935,6.17644,6.25678,5.90765,6.10153,6.30065,6.22891,5.7365,5.98954,6.42441,6.19573,5.69675,6.55267,6.94943,6.34257,5.94029,6.211,6.36113,6.71948,6.75211,6.78692,6.27014,7.16408,5.98482,7.09755,5.14504,6.20987,7.11094,6.90532,5.66611,6.80708,6.36471,5.41925,6.92594,6.04781,6.7377,6.44595,6.35962,5.89218,6.45957,6.01335,6.63738,5.81591,6.78917,6.97017,6.275,7.08148,7.05454,6.75561,6.01892,6.27137,6.39621,6.32254,6.18537,6.3008,6.56555,6.86476,6.59053,5.88148,6.51707,6.52065,6.22462,6.57434,6.63665,6.0542,6.45,6.25469,6.22722,6.51937,6.18822,6.5354,6.243,5.84561,6.43351,5.75278,6.37229,6.29515,6.22411,6.44669,6.44997,6.30182,6.36307,6.3247,6.41531,6.44892,6.43587,6.08402,6.61491
ZNF259,6.38776,6.15461,6.44837,6.17124,6.49592,6.3464,6.62094,6.70269,6.11284,7.235,6.29425,6.71006,6.06756,6.26139,6.51825,6.52047,6.6768,6.22141,6.15277,6.47414,6.35286,6.29784,6.34698,7.01961,6.43703,6.61271,6.40421,6.11724,6.43083,6.1829,6.17483,6.57546,6.38186,6.58334,5.35376,6.07675,6.42181,6.72025,5.99657,6.3975,6.49887,5.9573,6.51339,6.31381,6.56723,5.06564,6.30041,6.18605,6.38922,5.77996,6.00703,5.07228,6.47336,6.534,6.06845,6.62717,6.58825,6.38929,6.22517,6.48327,6.39035,6.83099,6.8035,6.31311,6.41197,6.3288,6.30386,5.87842,6.32021,6.31894,6.37864,6.29675,6.2789,6.41113,6.49825,6.36005,6.10598,6.42452,6.10407,6.27734,6.07892,6.14636,6.19153,6.37062,6.46491,6.3394,6.44407,6.33914,6.49318,6.25908,6.42085,6.10821,6.19166,6.26817,6.51497,6.40123,6.3684
H3F3AP4,10.1639,9.55024,11.3316,10.309,10.4257,10.3328,10.6351,10.0057,10.4044,8.47888,10.5498,10.303,9.23535,10.5091,9.98364,10.4675,10.0876,10.4991,9.81082,9.48434,8.35026,9.43812,10.3076,9.7708,10.1818,8.94833,9.53569,9.51154,10.0248,10.2894,9.27939,10.2561,9.39136,10.1957,7.50564,9.084,10.1079,10.3473,9.37224,10.1972,10.0576,7.70042,9.98725,7.59394,9.76227,9.47815,10.0044,9.58589,10.1628,9.76451,9.65537,8.56092,10.1537,9.95189,10.1485,10.2218,10.3458,9.10996,6.85252,9.4308,9.32752,9.54932,9.1537,9.12015,9.85307,9.60094,9.68449,9.25879,9.47211,9.68238,9.34285,9.80108,9.75539,9.30254,10.2565,9.15008,9.18462,9.57187,9.14424,10.3118,10.1777,9.03621,9.58094,9.96283,9.6086,10.7049,9.82587,10.0742,9.52879,9.86263,9.92905,9.75354,9.517,9.58471,9.92574,9.6009,9.98872
