Gene,GSM94019,GSM94020,GSM94021,GSM94022,GSM94023,GSM94024,GSM94025,GSM94026,GSM94027,GSM94028,GSM94029,GSM94030,GSM94031,GSM94032,GSM94033,GSM94034,GSM94035,GSM94036,GSM94037,GSM94038,GSM94039,GSM94040,GSM94041,GSM94042,GSM94043,GSM94044,GSM94045,GSM94046,GSM94047,GSM94048,GSM94049,GSM94050,GSM94051,GSM94052,GSM94053,GSM94054,GSM94055,GSM94056,GSM94057,GSM94058,GSM94059,GSM94060,GSM94061,GSM94062,GSM94063,GSM94064,GSM94065,GSM94066,GSM94067,GSM94068,GSM94069,GSM94070,GSM94071,GSM94072,GSM94073,GSM94074,GSM94075,GSM94155,GSM94156,GSM94157,GSM94160,GSM94161,GSM94162,GSM94163,GSM94164,GSM94165,GSM94166,GSM94167,GSM94168,GSM94169,GSM94170,GSM94171,GSM94172,GSM94173,GSM94174,GSM94175,GSM94176,GSM94177,GSM94178,GSM98767,GSM98768,GSM98769,GSM98770,GSM98771,GSM98772,GSM98773,GSM98774,GSM98775,GSM98776,GSM98777,GSM98778,GSM98779,GSM98780,GSM98781,GSM98782,GSM98783,GSM98784
AARS,8.27152,7.87874,8.07924,7.91914,8.17159,7.87633,7.92755,8.02596,8.30412,7.45504,7.99427,8.27925,7.91238,8.1193,8.11628,8.1179,8.01798,8.17919,8.05493,7.69816,7.78203,8.33139,8.01411,7.95102,8.00647,7.85985,8.17606,8.23665,7.91879,8.1174,8.02141,8.0603,8.19879,7.9375,7.57845,8.04983,8.01543,7.87685,7.92058,7.9033,7.68436,7.21762,7.97304,7.87396,8.16173,7.25057,8.17892,7.67967,8.19668,7.83347,8.12997,7.53767,8.10604,7.63481,7.94162,7.94796,8.07309,7.96177,7.73323,8.14557,8.14416,8.135,8.3082,8.04109,8.28458,8.29085,7.90814,8.15204,8.35962,8.11588,8.22449,8.06619,8.10942,7.97034,8.01414,8.22517,8.16111,8.4981,7.97032,8.24775,8.06326,8.76358,8.1063,8.08383,8.25801,8.11856,8.41923,7.79517,8.3484,8.13451,8.23861,8.52919,8.28516,8.03588,8.06873,8.35412,8.24351
TMEM189-UBE2V1,5.07354,4.80576,5.43669,5.55588,5.09399,5.33115,5.42691,5.14156,6.20845,5.13376,5.7009,5.40858,5.04158,5.81188,4.79043,5.21604,5.14072,5.42697,6.33178,4.59536,4.73691,6.18354,5.4063,4.84903,5.12741,4.6633,6.38151,6.46453,5.45821,5.31519,5.66333,5.87179,5.59425,5.91946,5.91394,7.54113,5.67635,5.6781,5.66237,5.58352,6.27399,5.3481,5.98311,4.94306,4.93197,5.18716,5.58824,4.94267,6.12595,5.43509,6.59222,4.39987,5.98106,5.66919,5.19334,5.75363,5.80769,6.79752,5.02853,6.15669,5.98741,5.56583,5.59616,5.06729,5.75144,6.74382,6.48168,5.3041,6.07123,5.19503,5.81816,5.98392,6.15153,5.1401,5.55524,5.22579,5.93305,5.46226,4.60649,5.27142,5.77509,5.4199,6.15811,5.06991,5.48246,5.42997,5.29677,6.17581,5.44238,5.43935,5.57661,6.86189,6.01719,5.43734,6.47321,6.14447,6.30726
SSR4,9.5558,9.42211,10.1116,10.5004,9.87177,9.64218,10.3176,9.78148,10.5131,8.30368,10.078,10.037,10.2685,9.82664,9.96155,9.90548,9.94783,9.51338,10.2926,9.44739,9.17118,10.1014,10.0882,10.7492,10.4319,9.9776,10.1033,10.2161,10.0228,10.3697,10.3055,10.147,10.0866,10.2049,7.53529,9.86929,10.1494,9.80638,8.80434,10.2532,10.3218,9.20375,9.79685,8.74316,10.1739,8.92025,9.9251,9.97891,10.3437,9.7556,9.68308,8.49984,9.99144,10.3483,9.81514,9.6689,9.92378,10.1318,8.63198,10.1217,10.3923,10.1377,10.0923,10.385,10.2722,10.0247,10.1594,9.96273,10.3484,10.1771,10.3857,9.93522,10.6164,9.67061,9.61693,9.8241,9.95073,9.93702,9.81733,10.2776,9.46724,10.1233,10.0447,10.0591,10.0111,9.96553,10.1535,10.0635,10.1433,10.1525,9.8013,10.326,10.1049,9.67083,10.1511,9.55826,10.5952
CD9,9.78316,7.69296,10.9022,10.6885,10.472,10.6414,10.7813,10.579,10.9704,5.60842,10.8457,10.3113,9.53147,10.7343,9.47364,10.8759,9.03577,10.6642,10.7267,6.9958,5.79531,10.9686,10.7862,7.51045,9.07001,8.16617,10.7537,10.9908,9.47516,10.5725,10.6645,11.1335,9.95706,10.8687,5.89027,11.1096,11.0774,10.1042,8.57621,11.1502,10.843,6.35651,10.8308,5.10511,9.70197,7.52304,11.2842,6.59823,11.4197,7.70688,11.2079,6.47939,10.8806,10.4607,10.483,11.135,10.8744,10.6981,5.55513,10.4414,10.9728,10.8681,10.6963,8.13109,10.8262,10.8001,10.523,9.4047,10.6127,10.112,11.0715,10.864,11.181,8.7946,9.73626,9.80686,10.7046,10.2122,7.92738,10.4332,10.1597,10.6199,11.316,9.21126,10.5166,10.4449,10.6565,10.899,10.4694,9.63029,11.1284,11.1785,10.7534,10.2011,11.4815,11.3088,11.3692
PRDX2,7.87159,8.00093,7.04581,7.95503,7.63685,7.92042,7.86579,7.49985,8.04233,6.2342,7.46498,7.67945,7.69991,7.71283,7.88055,7.25244,6.98732,7.0255,7.82205,7.76203,7.38381,7.72408,8.55507,8.43176,8.29675,7.99221,7.22384,7.25825,8.42091,8.67745,7.84886,8.10797,7.91436,8.15475,6.1976,7.13069,8.02175,8.56453,5.69279,8.12945,8.3093,6.86734,8.25386,7.72577,8.12716,6.32118,7.701,7.78535,7.94111,7.53704,7.25943,6.06919,7.75929,7.30674,7.45832,7.67998,8.35865,8.2706,6.24392,8.08198,7.66774,8.16886,7.97369,8.44055,7.90932,7.84763,7.79957,7.59896,8.00007,7.50428,7.97361,7.91531,7.38801,7.39728,7.63393,8.02683,7.53504,7.84962,7.3843,8.10077,7.30642,8.58662,7.30117,8.24555,7.59123,7.58847,8.42088,7.85089,7.89521,7.88544,7.50065,8.12911,7.81831,7.51929,8.17853,7.79855,8.30505
HADHB,8.15881,7.21797,8.35205,8.43988,8.01056,8.54643,8.41166,8.04813,8.32769,6.91409,8.42111,8.4132,7.65908,8.69772,8.01712,8.10216,7.72077,8.07798,8.0411,7.30444,7.23838,8.50264,8.62833,7.75095,7.72209,7.70774,8.0982,8.67934,7.88619,8.47505,8.38321,8.9766,8.32047,8.92134,6.97494,8.5089,8.77492,8.50363,7.26873,8.59962,8.60794,6.52116,8.60153,6.244,8.28495,7.30132,8.91402,7.17711,8.81152,6.8614,8.47406,7.16739,8.9029,8.95316,8.73975,8.86654,9.08869,8.77799,6.42769,8.51128,8.7085,8.75207,8.33209,7.88394,8.56264,9.0351,8.73745,7.63455,8.90912,8.06971,8.32228,8.7561,8.58596,7.41817,8.28379,8.1714,7.99468,8.50873,7.85076,8.58854,8.47636,8.61892,8.82815,7.8909,8.53057,8.08619,8.44896,8.58343,8.50929,8.11066,8.69802,8.95702,8.38821,8.252,8.77639,8.28074,9.00727
TXNIP,6.43734,6.12205,7.08641,8.09852,7.69347,7.41835,8.42635,8.31423,8.93432,5.31451,8.8368,6.65005,6.77525,7.99407,6.33853,7.60861,5.7869,8.07739,8.73884,6.91925,6.63382,8.49028,7.75279,6.5156,8.36138,6.75476,8.28171,9.0688,6.20745,7.4833,7.30668,8.3812,6.92696,7.39643,6.9884,8.59242,8.58542,8.26585,7.03954,8.02439,8.32772,6.66279,8.59196,6.50313,6.17366,5.74836,7.3112,5.7995,8.36117,5.42094,8.6359,6.63432,7.48968,8.14388,5.51443,8.98345,7.12582,8.77059,6.59898,7.4396,8.37711,6.35211,7.27045,6.35333,7.08436,8.14763,7.24713,5.95197,7.30822,6.20055,7.53996,7.49365,8.06294,5.92263,6.34465,5.85429,7.05748,6.71338,6.47295,6.8993,7.67965,7.08627,8.72259,7.88751,7.57218,6.49759,7.71012,8.10785,6.437,5.93448,7.87324,8.84006,7.95712,6.25384,8.20376,7.92162,8.48537
RPN1,6.88115,7.47652,8.01991,8.17213,7.46075,7.36598,7.74422,7.16727,7.7835,5.33078,6.99804,7.60063,7.5793,7.39798,7.10956,7.402,7.40996,7.46066,7.48017,7.6399,6.05688,7.80832,8.21829,7.79131,7.78885,7.06808,7.67808,8.22243,7.44532,8.23044,7.63731,7.69523,7.70858,8.56452,5.85672,7.48167,7.73231,7.84142,5.9004,8.3719,7.90897,7.60624,7.51261,6.79256,8.00629,6.71447,7.50915,6.69681,8.04048,7.03412,7.33799,6.39111,7.57997,8.38363,7.51107,7.93971,7.52844,7.76986,6.28019,7.65899,7.89161,7.80298,7.42357,7.46627,7.84628,7.78795,8.00765,7.51694,7.80615,7.45726,7.8536,7.69131,7.91199,7.17664,7.31782,7.59502,7.2485,7.47218,7.25802,7.81035,7.22405,8.30309,7.76674,7.6222,7.85327,7.54684,8.37448,7.91558,7.51756,7.98903,7.62197,7.77278,7.53635,7.88847,8.00098,7.97496,8.3192
ANXA1,10.2592,8.21174,10.5744,10.2942,10.6107,10.1693,10.794,10.976,11.2752,6.15969,10.5099,10.4024,9.46474,10.5444,9.36025,11.0067,9.89071,10.9516,11.1105,6.70304,6.84041,10.8502,10.7047,7.75327,9.0804,9.01005,11.1642,10.6464,9.91561,10.59,10.6359,11.1285,10.1448,11.237,7.20421,10.9822,11.0736,10.5377,9.18565,11.0539,11.4145,6.50722,11.1008,6.31083,9.97616,8.37765,10.9753,7.38374,11.7919,8.42725,10.9246,7.21718,10.8894,10.9271,10.7159,10.8029,11.0009,10.7958,5.89033,11.0245,10.5035,10.8809,10.6868,8.63468,10.706,11.3567,11.1069,9.85834,10.8118,10.0775,10.7357,10.9738,11.2563,8.92712,10.2582,10.1522,10.5641,10.4383,8.58466,10.514,10.7964,10.1604,10.8811,8.54672,10.5549,10.3453,10.7388,10.9331,10.5062,9.98902,10.8536,10.9581,11.0148,10.1606,11.342,10.8012,11.689
PAICS,6.54544,5.37936,7.22536,6.61821,7.15024,6.56538,7.17325,6.45266,7.12922,5.08617,6.62466,6.59092,6.34473,6.55769,6.4051,6.96289,6.70192,6.59446,7.22285,5.64161,6.07279,7.49339,7.65407,6.29927,6.17379,6.24366,7.16015,7.16931,7.20683,7.75216,7.18075,7.51803,7.1559,7.33011,5.67475,7.12454,8.27533,7.47214,6.02957,7.82038,6.92716,5.07365,7.59772,5.60873,6.9387,5.58954,7.16486,5.85565,7.44559,6.43588,7.25764,5.77625,7.53149,7.30841,7.12655,7.63449,7.658,7.6065,5.28347,7.1122,7.54213,7.33443,7.31334,6.34447,7.44217,7.34248,7.37536,6.47367,7.1294,6.95767,6.95564,7.64199,7.16651,6.15287,7.0211,6.77512,7.15988,7.31158,6.35454,7.08501,7.10221,7.64423,7.40305,6.16529,7.23951,7.20932,7.51908,7.50295,7.32531,6.69574,7.11891,7.85367,7.1263,6.69499,7.67701,7.5732,7.62415
JUP,8.2449,7.98983,8.12663,8.14635,8.66009,8.51732,8.08433,8.48583,8.52888,7.51409,8.31429,8.26468,7.64466,8.49551,8.59553,8.64811,7.9339,7.95437,8.43835,7.67556,7.42406,8.18672,8.41335,8.13503,8.06244,8.02027,8.1222,7.57047,8.1014,8.45232,8.0814,8.41761,8.20526,8.3215,6.68268,8.45464,8.31365,8.00523,7.34491,7.94181,8.19414,6.82737,8.31901,7.92619,7.91305,7.44032,8.30095,7.48907,8.5035,7.00653,8.47308,7.35178,8.0863,6.96812,7.82782,8.04733,8.07959,8.39767,7.16982,8.70837,8.08143,8.44311,8.12781,8.14699,7.95792,7.93098,8.35868,7.73315,8.04051,7.44139,8.2816,7.84786,7.96441,7.98817,7.74689,8.4072,8.45648,7.97566,7.6873,8.30157,7.50661,8.66402,8.07637,8.54727,8.31836,8.16837,8.68764,8.1418,8.44328,8.15697,8.48917,8.39912,8.24589,8.16766,8.60069,8.31903,8.8515
EIF1AX,5.47556,4.96082,6.20153,6.16748,6.07742,5.92027,6.48986,5.28627,6.06034,4.54421,5.99889,5.71516,4.9292,6.12974,5.4839,6.31005,5.15786,5.88545,6.25956,5.30057,4.83553,5.59599,7.93905,5.13095,6.4106,5.42621,5.98742,5.78929,6.56587,6.9283,5.88721,7.18482,5.44474,7.10664,4.48505,5.31593,6.98883,6.37708,4.92958,6.76028,6.23266,4.55921,7.26657,5.33666,6.41178,4.84527,5.99111,5.3253,6.17737,5.00093,6.57432,5.08224,6.52153,6.86919,5.6825,6.97061,5.31482,5.60987,5.34053,5.39933,5.5803,5.77664,5.85314,5.17291,6.25994,5.69841,6.58246,4.6519,5.64373,5.28681,5.4805,6.15819,6.29013,4.74211,6.17181,4.66555,5.34256,5.96356,4.86579,6.05752,6.78196,5.62787,6.84434,6.56387,6.06287,5.72902,5.8339,6.83768,5.5352,5.30542,5.43347,6.44156,5.61231,5.39812,6.77775,6.31791,6.36621
YWHAH,6.79192,5.41704,7.06889,7.11086,7.05465,6.88888,6.77591,7.13411,7.45296,6.00416,7.22945,6.86808,5.77514,7.22774,6.27101,7.1195,6.11969,7.15304,7.34475,6.07314,5.80086,7.33974,7.00278,5.54913,5.70769,5.24237,7.65727,7.21735,6.27589,7.10498,7.07045,7.35445,6.70989,7.71594,5.96966,7.72353,7.24562,6.9661,6.17477,7.66053,7.32825,5.10648,7.27854,5.64431,6.41542,5.48586,7.51369,5.33786,7.89814,5.87671,7.5585,6.50704,7.54813,6.49822,6.89949,7.244,7.38794,7.57599,5.59809,7.23,7.27707,6.95875,6.93448,5.56702,7.25158,7.72253,7.00639,5.91356,6.81216,6.32351,7.35158,7.39294,7.21414,6.28604,6.49483,6.3151,7.01306,7.28721,5.19664,7.04385,7.56313,6.99649,7.67682,6.31479,7.06251,6.85092,6.9629,6.97542,6.92842,6.29491,7.54527,7.71868,7.4052,7.30972,7.71886,7.63655,8.06305
DSTN,8.54531,6.12492,9.59976,8.922,8.54722,8.94336,9.34389,7.63454,9.88588,5.14053,9.57331,8.62424,6.94566,8.76591,7.01121,9.14428,7.56341,9.45064,9.86518,5.60045,6.0232,9.27879,8.82884,6.85672,8.23708,6.74464,9.25793,9.22647,8.18423,9.33127,9.2088,9.41488,8.21038,9.59353,5.53789,9.05433,9.65089,8.63687,7.25483,9.88314,9.61087,7.00351,9.77715,6.34653,7.8587,5.21923,9.8319,6.08477,9.7513,7.10413,9.66412,5.28802,9.63153,8.93213,8.51463,9.90767,10.1194,8.90748,5.57767,8.88698,9.78969,9.149,8.96903,6.62754,9.11587,9.49123,8.93103,7.18116,9.37394,7.9963,9.0875,9.41064,9.72011,7.0402,8.17733,7.53685,8.53605,9.03464,6.40884,8.78847,10.0851,9.40705,9.67686,8.22746,8.75462,9.17776,8.50263,9.80913,8.92325,7.51962,9.45492,10.067,9.45453,8.79776,9.78692,9.15417,10.0105
TAF7,7.27895,5.84436,7.78795,6.95723,7.51427,7.03987,7.98919,6.47108,7.30975,5.83912,7.04362,7.5082,5.74208,6.99794,6.43836,7.34786,7.01953,7.09312,7.70627,5.87755,5.64289,7.44707,7.57091,5.56981,6.60786,6.83403,7.62877,7.88584,7.51589,8.04173,7.59054,7.8091,7.5128,8.16372,5.60653,7.37696,7.99049,7.62271,5.78046,8.21721,7.88402,4.74929,8.03663,5.54942,7.36458,5.84444,7.65687,6.20961,7.66351,6.2968,7.82949,5.89931,7.9899,7.44515,7.83031,8.27024,8.27603,7.19998,5.33518,7.43971,7.40999,7.70355,7.31234,6.21854,8.01837,7.71216,7.74115,6.38332,7.77763,7.31306,7.53456,7.67262,7.82915,6.55142,7.88884,6.95731,7.35252,7.99384,6.5091,8.05697,7.66133,6.9892,7.55106,6.58015,7.31244,7.47586,7.28903,8.03168,7.83697,7.22861,7.25473,7.7013,7.83349,7.28474,7.83805,7.36559,7.95585
EIF5B,5.82418,5.70104,6.63384,5.96199,6.51442,6.23231,6.79038,5.79119,6.63733,6.03153,6.04878,6.1766,5.63649,6.28608,5.90388,6.23433,5.51865,5.70144,6.42622,5.80058,5.60011,6.44257,6.59526,5.07454,5.90301,5.56739,6.41274,6.68321,5.70626,6.73289,6.76393,6.98481,6.30644,6.69549,5.83126,6.37934,6.96318,6.215,5.70542,6.73528,6.44318,5.21729,6.87205,5.56746,6.10612,5.54912,6.21427,5.05946,6.79686,5.15031,6.21575,6.11391,6.58805,6.67367,5.84994,7.05621,6.70121,6.60243,5.71897,6.55129,6.37231,6.51885,6.51775,5.51429,6.67871,6.82649,6.32417,6.02478,6.80723,6.29554,6.57017,6.83893,7.01136,5.58475,5.97537,5.90965,6.21433,6.2249,5.16277,6.09102,6.0602,5.64013,6.45937,5.61407,6.54033,6.28462,6.62753,6.23015,6.38002,6.01381,6.50709,6.98515,6.4692,6.34292,6.63723,6.10732,6.90783
CD99,7.38156,6.25004,7.64312,7.47076,7.74546,7.6652,8.09659,7.7116,8.13519,5.79468,7.50055,7.82069,7.50743,6.52683,7.23255,7.39241,7.19193,7.8378,8.05966,6.28823,6.07066,8.17732,7.9853,6.49956,6.96823,6.46499,8.2024,8.13251,7.37675,8.48216,7.92855,7.57719,7.43897,7.61179,6.23482,7.5099,7.96132,7.59704,5.81844,8.27213,7.75564,5.18546,7.77688,5.88827,7.28528,6.71635,7.45921,5.88803,8.23087,6.70941,8.35901,5.619,8.06785,6.63654,7.68434,8.20658,8.1062,7.38236,5.71213,7.60777,7.21187,8.37417,8.35874,6.72276,7.75188,8.38034,7.51245,7.27626,7.86114,7.24925,7.74417,8.45512,7.78176,6.7064,7.52054,8.0177,7.63219,7.21925,6.40187,7.57131,7.71193,8.4884,7.74154,7.18911,7.9238,7.87192,7.92672,7.60024,7.48125,7.34391,8.37264,7.93331,7.72921,7.48311,8.11007,7.84937,8.59404
LDHB,10.309,10.0153,10.7609,10.1285,10.6864,10.7295,11.0498,10.2835,10.5841,8.94881,10.4295,10.6903,10.16,10.0841,10.0401,10.7709,10.5515,10.4271,10.4296,9.6374,8.76388,10.6794,11.0348,10.0722,10.3119,10.3539,10.3807,11.0523,10.9225,10.7974,10.4608,10.9982,10.153,10.7106,7.62792,9.92832,10.8841,10.7098,9.15965,11.1525,10.2253,7.93266,10.9039,8.26479,10.9119,9.89081,10.4151,9.50966,10.3766,9.59155,10.3762,8.69872,10.6031,10.8075,10.5429,10.8726,10.9184,10.3368,8.8554,10.0863,10.2643,10.4324,10.593,10.1616,10.8045,10.4425,10.19,10.2626,11.1023,10.8887,10.1109,11.023,10.4444,9.67242,10.7458,10.3209,10.2922,10.3463,10.2546,10.5801,11.1549,9.93683,10.4085,10.08,10.6885,10.5205,10.4549,10.4169,11.1841,10.38,10.5953,10.5555,10.2043,9.94819,10.5137,10.344,10.5369
HNRNPH1,9.04113,6.14582,9.18097,9.02455,9.36039,8.68332,9.54011,8.6709,9.05011,5.43348,9.32247,7.97001,7.34637,9.28573,8.31612,9.2241,8.80611,9.0216,9.14899,5.5357,5.06414,8.58897,9.2854,6.11062,7.49538,6.83236,8.73239,8.51872,8.55441,8.74015,8.26484,9.26545,7.83063,8.69462,5.15541,8.88495,9.2336,9.18983,7.22803,9.15344,8.78589,5.70839,8.81209,5.26351,8.5453,6.40478,8.88907,5.55657,9.11873,5.92889,9.54754,4.93434,9.46765,8.73347,9.16478,9.63847,8.95082,9.17106,5.01017,8.75352,8.74131,8.4705,8.62679,6.51132,8.58266,8.53473,8.5068,6.49854,8.74205,7.8053,8.16828,8.52492,8.83949,7.73254,8.42321,7.38841,9.12408,8.64692,6.40742,9.05651,9.12399,7.76081,9.07819,7.83736,8.82476,8.58917,7.77662,9.13816,8.41661,8.05333,8.54538,8.75882,8.55983,8.55224,9.36786,8.9832,9.19605
BLCAP,8.7541,8.8784,8.48822,8.53263,8.86204,8.72994,8.94544,7.80888,8.56312,7.22597,8.34848,8.89954,8.30634,7.86021,8.84607,8.70213,8.7667,8.31196,8.59802,8.93715,9.32921,8.85092,9.45757,8.9285,9.33106,9.24038,8.55575,8.64617,9.15492,9.35984,8.73944,8.91872,8.95832,9.12748,7.37828,8.08283,8.95828,9.12196,6.92516,8.95185,8.25737,8.00599,8.77306,8.33259,9.3406,7.87868,8.70014,9.10072,8.35389,8.49905,9.01754,7.25342,8.7111,8.79575,8.59787,8.76427,8.84567,8.60813,8.32861,8.3723,8.57194,8.86986,8.9962,9.20457,8.9482,8.78481,8.61625,8.91681,9.15982,8.8044,8.58477,9.09615,8.78612,8.47626,8.88593,9.03101,8.95024,8.80478,9.08735,9.02513,8.8881,8.36066,8.69083,9.19057,8.88216,8.92837,9.18342,8.94373,9.23142,9.01509,8.73309,8.97044,8.87657,8.48687,8.73361,8.96428,8.5846
RPLP0,11.4853,11.1432,11.5799,11.6239,11.5948,12.0038,12.0249,11.8743,12.0583,10.3471,11.9247,12.0135,11.5029,11.6639,11.4011,11.8254,11.5218,11.5246,12.0779,10.8505,10.8903,12.0535,12.2958,11.9223,11.6112,11.5976,11.4321,11.9015,12.0394,12.2594,11.8712,12.4093,11.5228,12.3699,8.63941,11.4738,12.1855,11.9376,10.6997,12.1149,11.7597,10.225,12.3244,10.4551,12.1433,10.5291,11.9071,11.076,11.9614,11.096,12.0452,10.7019,12.0978,11.8182,11.9908,11.9633,12.3148,12.177,9.82301,11.9913,11.9647,12.0171,12.0771,11.8936,11.8131,12.1409,11.6903,11.8171,12.0069,11.8747,11.9855,11.6962,11.9224,11.0835,11.9015,12.0086,11.7417,11.5723,11.5993,11.7447,11.5491,12.2565,11.8791,11.6118,11.905,11.4604,12.0409,12.0354,12.0436,11.6152,11.7247,11.7075,12.0868,11.4143,12.5249,11.883,12.1225
ADD3,8.30488,6.56214,9.3301,8.54519,8.66605,8.80916,9.09239,7.22542,8.81521,5.84045,8.72794,8.57654,6.93816,7.84156,7.33766,8.46002,7.69576,8.86215,8.96064,6.36941,5.48812,8.18333,8.72504,5.87406,6.67944,7.08704,8.26014,8.59636,8.04238,8.77161,8.13721,9.39112,7.8735,9.19514,6.56331,8.0576,9.09746,8.59418,6.37649,8.95581,8.63678,5.74981,9.00953,5.56057,8.06298,7.05763,9.09616,5.88303,8.87492,6.80524,8.88616,6.44061,9.65563,9.35013,8.50064,8.78166,9.68448,8.36552,5.00729,8.86579,8.6562,8.73261,8.42064,6.51098,8.85067,8.77041,8.54437,6.98022,8.80115,7.82366,7.90027,9.12324,8.78166,6.65253,8.27751,7.47983,8.10454,8.46095,6.81684,8.5468,8.66825,8.22818,8.50126,6.71034,8.33827,8.69794,8.13812,9.13127,8.83221,8.05312,8.59597,8.95247,8.45762,8.44475,8.67647,8.65275,8.99913
HADH,6.95048,6.03431,7.10668,6.3935,6.82279,6.32314,6.8963,5.5286,6.74702,5.29667,5.93149,6.89364,5.67875,6.09632,6.19967,6.31277,6.73298,6.36818,6.99634,6.02805,5.55071,6.62904,7.12411,5.77166,6.15288,6.31865,6.61992,6.7062,6.87931,7.42457,6.81723,7.0423,7.02013,7.08498,4.65926,6.42843,6.95535,6.21456,5.05916,7.35649,6.99955,4.45295,7.25796,4.79932,6.98864,5.84616,6.85563,5.10782,6.3073,5.59486,6.71056,5.96915,6.89405,6.58668,6.79656,6.80978,7.25306,6.62178,4.78522,6.7155,6.5945,6.60299,6.73256,5.87808,7.2253,7.05109,6.92924,5.97877,6.77369,6.55458,6.39086,7.22224,6.74131,5.83442,6.97225,6.16658,6.3931,7.00655,5.61998,6.95994,7.18907,6.52187,6.58408,6.2397,6.86575,6.24775,6.92349,6.76082,6.60846,6.57954,6.37727,6.98931,6.72965,6.41731,7.11229,6.75296,6.94837
PFKP,7.53807,6.93201,7.22239,7.54512,7.36422,7.15846,7.74075,6.95387,7.65413,6.41515,7.35218,7.1424,7.15929,7.47249,6.86793,7.47084,7.40121,7.26298,7.50509,6.80506,5.59941,8.17808,7.80658,7.07776,6.84167,6.91401,7.49225,7.69697,7.15983,7.74882,6.74698,7.23375,7.72386,7.96124,5.66267,8.10273,7.54155,7.63678,5.95753,8.35084,7.95725,5.99944,7.45736,6.10505,7.38057,4.97502,7.50342,5.99557,7.76623,6.47285,7.34216,5.9851,7.97428,7.4002,7.39439,6.92166,7.67205,7.71752,5.4667,7.86042,7.68492,7.61899,7.68969,6.63972,8.0072,7.61261,7.90635,7.05047,7.73515,7.24138,7.80219,8.03874,7.19919,6.92826,7.46548,7.16356,7.60353,7.74426,6.06818,7.89557,7.35465,8.47885,8.92986,7.0924,7.5041,7.346,7.63947,6.77551,7.69421,7.36828,7.69539,8.10023,7.77752,7.50007,7.45083,7.31564,8.13674
ANP32A,6.87933,5.54927,7.7924,7.31153,7.87907,6.94311,7.74181,7.51842,7.93983,5.76247,7.3653,7.09147,7.33461,7.27272,6.54238,7.73764,6.58069,7.87254,8.35874,5.9461,5.51764,7.90089,8.05455,6.81687,7.3576,6.16569,8.3455,7.79391,6.9833,7.89851,7.69288,8.08145,7.33005,8.15751,6.79503,7.85509,8.1852,7.73012,6.86662,7.93211,7.97552,6.54238,8.33983,6.90696,6.96651,5.86472,8.01297,6.53582,7.90829,6.13512,8.18163,6.27438,8.33192,7.81672,7.2467,8.65985,8.35581,7.7698,6.35396,7.73092,7.95132,7.31441,7.51631,6.16611,7.76814,8.07051,7.51471,6.31601,7.84614,7.0287,7.50253,7.77816,8.06431,6.47704,7.48619,6.87695,7.49822,7.59792,6.25294,7.53208,8.07778,7.4292,8.0849,7.68567,7.48425,7.34443,7.72931,7.70758,7.54859,6.71705,7.7449,8.06947,7.66993,7.12047,8.13713,7.57161,8.37913
RAD23A,6.88893,6.50124,6.93103,7.09002,7.24464,6.8704,7.16365,7.33411,7.0399,5.92492,6.82585,7.07745,6.67938,7.06718,6.71057,7.00217,6.19996,7.44219,7.83606,6.05859,6.31414,7.47309,7.10465,6.35777,6.71517,6.04231,7.38824,7.17801,6.53494,7.31677,7.32291,6.94441,6.78013,7.15337,5.84109,7.62579,7.02734,6.81143,6.14099,7.20541,7.31154,6.1573,7.18978,6.69173,6.36848,6.34237,7.17611,5.80695,7.4521,5.93151,7.38876,6.61681,7.21861,7.3463,6.56424,7.22008,6.81243,7.41802,5.84698,7.34893,7.16985,7.12401,7.06051,6.18581,7.10309,7.47843,7.36002,6.40254,7.25532,6.69708,7.33756,7.10369,7.1321,6.18286,6.57383,6.43157,7.25248,7.29922,6.49839,6.88144,7.46537,7.69239,7.22099,7.00562,7.192,7.2732,7.09685,6.9073,7.09296,6.57135,7.49195,7.80125,7.36853,7.11738,7.55548,7.49416,7.67566
GNAI2,7.68934,7.37514,7.63094,7.21784,7.47181,7.77014,7.37863,7.56889,7.39731,7.78785,7.71449,7.58372,7.54081,7.7554,7.50704,7.33415,7.31632,7.50267,7.72923,7.57109,7.32486,7.83693,7.31447,7.25919,7.33229,7.25129,7.4963,6.9645,7.21048,7.30351,7.79137,7.0854,7.33833,7.31864,7.70081,7.63163,7.27834,7.13433,7.17002,7.28366,7.45036,7.33908,7.31063,7.24132,7.05674,7.0676,7.81198,7.4875,7.51444,7.15993,7.83683,7.74118,7.67016,6.76481,7.31203,7.15796,7.27948,7.60962,7.82981,7.65917,7.4064,7.48916,7.57497,7.10977,7.43783,7.57251,7.63447,7.38715,7.71158,7.48562,7.74314,7.63268,7.39484,7.40666,7.26124,7.56088,7.62871,7.28326,7.17462,7.49584,7.97891,7.83312,7.31432,7.71819,7.52206,7.70805,7.29455,7.39138,7.51506,7.24303,7.60548,7.59051,7.48165,7.73139,7.40583,7.49658,7.66023
